count,name
1,Clark County-Bethlehem
8,Clark County-Carr
91,Charlestown
759,Jeffersonville
1,Clark County-Monroe
2,Clark County-Oregon
6,Clark County-Owen
52,Silver Creek
8,Clark County-Union
50,Utica
6,Clark County-Washington
3,Wood
109,Brazil
0,Clay County-Cass
16,Dick Johnson
3,Clay County-Harrison
32,Clay County-Jackson
0,Lewis
3,Clay County-Perry
46,Clay County-Posey
0,Sugar Ridge
30,Clay County-Van Buren
0,Clay County-Washington
437,Clinton County-Center
0,Forest
29,Clinton County-Jackson
9,Clinton County-Johnson
4,Kirklin
12,Clinton County-Madison
17,Clinton County-Michigan
18,Clinton County-Owen
12,Clinton County-Perry
5,Clinton County-Ross
3,Clinton County-Sugar Creek
25,Clinton County-Union
12,Clinton County-Warren
27,Clinton County-Washington
0,Crawford County-Boone
3,Crawford County-Jennings
0,Crawford County-Johnson
0,Crawford County-Liberty
1,Crawford County-Ohio
0,Crawford County-Patoka
0,Sterling
0,Crawford County-Union
4,Whiskey Run
17,Barr
1,Bogard
0,Elmore
15,Daviess County-Harrison
4,Daviess County-Madison
0,Reeve
15,Steele
2,Daviess County-Van Buren
56,Veale
792,Daviess County-Washington
0,Caesar Creek
4,Dearborn County-Center
0,Dearborn County-Clay
1,Dearborn County-Harrison
1,Hogan
1,Dearborn County-Jackson
0,Kelso
9,Lawrenceburg
0,Dearborn County-Logan
2,Manchester
8,Miller
0,Dearborn County-Sparta
1,Dearborn County-Washington
0,Dearborn County-York
5,Decatur County-Adams
3,Decatur County-Clay
1,Decatur County-Clinton
3,Fugit
1,Decatur County-Jackson
3,Decatur County-Marion
2,Saltcreek
2,Sandcreek
27,Decatur County-Washington
3,DeKalb County-Butler
1,DeKalb County-Concord
2,DeKalb County-Fairfield
1,DeKalb County-Franklin
7,DeKalb County-Grant
14,DeKalb County-Jackson
6,Keyser
0,Newville
3,DeKalb County-Richland
4,Smithfield
0,DeKalb County-Spencer
0,DeKalb County-Stafford
0,DeKalb County-Troy
62,DeKalb County-Union
6,Wilmington
71,Delaware County-Center
4,Delaware County-Delaware
10,Delaware County-Hamilton
5,Delaware County-Harrison
3,Delaware County-Liberty
3,Delaware County-Monroe
0,Muncie
0,Niles
1,Delaware County-Perry
2,Delaware County-Salem
1,Delaware County-Union
0,Delaware County-Washington
0,Yorktown
384,Bainbridge
16,Dubois County-Boone
24,Dubois County-Cass
0,Dubois County-Columbia
13,Ferdinand
1,Hall
19,Harbison
34,Dubois County-Jackson
1,Dubois County-Jefferson
63,Dubois County-Madison
27,Dubois County-Marion
225,Dubois County-Patoka
313,Baugo
21,Elkhart County-Benton
122,Elkhart County-Cleveland
45,Elkhart County-Clinton
"1,728",Elkhart County-Concord
692,Elkhart County-Elkhart
106,Elkhart County-Harrison
23,Elkhart County-Jackson
130,Elkhart County-Jefferson
5,Locke
17,Middlebury
23,Elkhart County-Olive
415,Osolo
11,Elkhart County-Union
58,Elkhart County-Washington
9,Elkhart County-York
0,Fayette County-Columbia
4,Connersville
0,Fairview
2,Fayette County-Harrison
1,Fayette County-Jackson
0,Fayette County-Jennings
0,Fayette County-Orange
0,Fayette County-Posey
0,Waterloo
1,Floyd County-Franklin
4,Georgetown
1,Greenville
1,Floyd County-Lafayette
207,New Albany
3,Cain
0,Fountain County-Davis
0,Fulton
1,Fountain County-Jackson
2,Fountain County-Logan
1,Millcreek
3,Fountain County-Richland
1,Shawnee
6,Fountain County-Troy
17,Fountain County-Van Buren
2,Fountain County-Wabash
0,Bath
1,Blooming Grove
3,Brookville
1,Franklin County-Butler
0,Franklin County-Fairfield
1,Franklin County-Highland
1,Laurel
1,Metamora
1,Franklin County-Posey
2,Franklin County-Ray
1,Franklin County-Salt Creek
0,Franklin County-Springfield
0,Whitewater
1,Aubbeenaubbee
8,Fulton County-Henry
1,Fulton County-Liberty
1,Newcastle
1,Fulton County-Richland
7,Rochester
0,Fulton County-Union
0,Fulton County-Wayne
2,Barton
2,Gibson County-Center
6,Gibson County-Columbia
1,Gibson County-Johnson
3,Gibson County-Montgomery
73,Gibson County-Patoka
12,Gibson County-Union
0,Gibson County-Wabash
0,Gibson County-Washington
0,Gibson County-White River
76,Grant County-Center
0,Fairmount
22,Grant County-Franklin
0,Grant County-Green
0,Grant County-Jefferson
0,Grant County-Liberty
15,Mill
4,Grant County-Monroe
18,Grant County-Pleasant
0,Grant County-Richland
3,Sims
1,Grant County-Van Buren
11,Grant County-Washington
1,Beech Creek
0,Greene County-Cass
0,Greene County-Center
0,Fairplay
0,Greene County-Grant
0,Greene County-Highland
0,Greene County-Jackson
2,Greene County-Jefferson
0,Greene County-Richland
0,Greene County-Smith
0,Greene County-Stafford
4,Stockton
0,Greene County-Taylor
0,Greene County-Washington
0,Wright
22,Hamilton County-Adams
928,Hamilton County-Clay
426,Hamilton County-Delaware
462,Hamilton County-Fall Creek
10,Hamilton County-Jackson
"1,095",Noblesville
515,Hamilton County-Washington
278,Hamilton County-Wayne
39,Hamilton County-White River
4,Hancock County-Blue River
6,Hancock County-Brandywine
1,Hancock County-Brown
75,Buck Creek
84,Hancock County-Center
8,Hancock County-Green
3,Hancock County-Jackson
80,Hancock County-Sugar Creek
56,Hancock County-Vernon
1,Harrison County-Blue River
1,Harrison County-Boone
6,Harrison County-Franklin
46,Harrison County-Harrison
1,Heth
14,Harrison County-Jackson
1,Harrison County-Morgan
4,Harrison County-Posey
1,Harrison County-Spencer
1,Harrison County-Taylor
0,Harrison County-Washington
4,Harrison County-Webster
107,Hendricks County-Brown
60,Hendricks County-Center
2,Hendricks County-Clay
0,Hendricks County-Eel River
0,Hendricks County-Franklin
489,Guilford
23,Hendricks County-Liberty
318,Hendricks County-Lincoln
5,Hendricks County-Marion
25,Middle
0,Hendricks County-Union
798,Hendricks County-Washington
0,Henry County-Blue River
0,Dudley
0,Henry County-Fall Creek
0,Henry County-Franklin
1,Greensboro
1,Henry County-Harrison
24,Henry County-Henry
0,Henry County-Jefferson
2,Henry County-Liberty
4,Henry County-Prairie
0,Spiceland
1,Henry County-Stoney Creek
4,Henry County-Wayne
85,Howard County-Center
8,Howard County-Clay
4,Ervin
14,Howard County-Harrison
0,Howard County-Honey Creek
5,Howard County-Howard
0,Howard County-Jackson
2,Howard County-Liberty
0,Howard County-Monroe
16,Howard County-Taylor
0,Howard County-Union
14,Huntington County-Clear Creek
10,Dallas
147,Huntington
11,Huntington County-Jackson
0,Huntington County-Jefferson
8,Huntington County-Lancaster
2,Huntington County-Polk
3,Huntington County-Rock Creek
0,Salamonie
7,Huntington County-Union
5,Huntington County-Warren
1,Huntington County-Wayne
18,Brownstown
0,Jackson County-Carr
0,Driftwood
3,Grassy Fork
83,Jackson County-Hamilton
"1,043",Jackson County-Jackson
0,Jackson County-Owen
21,Pershing
220,Redding
0,Jackson County-Salt Creek
25,Jackson County-Vernon
52,Jackson County-Washington
7,Barkley
7,Carpenter
3,Gillam
2,Hanging Grove
3,Jasper County-Jordan
1,Jasper County-Kankakee
25,Keener
59,Jasper County-Marion
8,Milroy
7,Newton
34,Jasper County-Union
8,Jasper County-Walker
3,Wheatfield
4,Bearcreek
8,Jay County-Greene
3,Jay County-Jackson
4,Jay County-Jefferson
0,Knox
6,Jay County-Madison
5,Jay County-Noble
0,Jay County-Penn
7,Jay County-Pike
0,Jay County-Richland
1,Jay County-Wabash
67,Jay County-Wayne
0,Graham
16,Jefferson County-Hanover
1,Jefferson County-Lancaster
45,Jefferson County-Madison
2,Milton
1,Jefferson County-Monroe
3,Republican
4,Saluda
2,Jefferson County-Shelby
2,Smyrna
1,Bigger
1,Jennings County-Campbell
32,Jennings County-Center
2,Jennings County-Columbia
23,Geneva
3,Lovett
0,Jennings County-Marion
0,Jennings County-Montgomery
3,Jennings County-Sand Creek
18,Jennings County-Spencer
9,Jennings County-Vernon
51,Johnson County-Blue River
36,Johnson County-Clark
51,Johnson County-Franklin
4,Hensley
16,Needham
6,Nineveh
727,Johnson County-Pleasant
11,Johnson County-Union
511,Johnson County-White River
1,Busseron
0,Decker
3,Knox County-Harrison
7,Knox County-Johnson
10,Palmyra
0,Steen
13,Vigo
169,Vincennes
4,Knox County-Washington
1,Widner
5,Kosciusko County-Clay
3,Etna
2,Kosciusko County-Franklin
22,Kosciusko County-Harrison
2,Kosciusko County-Jackson
4,Kosciusko County-Jefferson
0,Kosciusko County-Lake
7,Kosciusko County-Monroe
148,Plain
29,Kosciusko County-Prairie
2,Kosciusko County-Scott
2,Seward
31,Kosciusko County-Tippecanoe
20,Turkey Creek
12,Kosciusko County-Van Buren
9,Kosciusko County-Washington
286,Kosciusko County-Wayne
12,Bloomfield
7,LaGrange County-Clay
5,Clearspring
5,Eden
6,LaGrange County-Greenfield
2,LaGrange County-Johnson
14,Lima
3,Milford
2,Newbury
3,LaGrange County-Springfield
1,LaGrange County-Van Buren
0,Lake County-County subdivisions not
281,Calumet
10,Lake County-Cedar Creek
44,Lake County-Center
0,Eagle Creek
13,Lake County-Hanover
122,Hobart
"1,448",Lake County-North
135,Lake County-Ross
121,St. John
5,West Creek
14,Winfield
0,LaPorte County-Cass
130,LaPorte County-Center
0,LaPorte County-Clinton
40,Coolspring
0,Dewey
7,Galena
0,Hanna
0,Hudson
0,LaPorte County-Johnson
17,LaPorte County-Kankakee
0,LaPorte County-Lincoln
65,LaPorte County-Michigan
8,New Durham
0,LaPorte County-Noble
17,LaPorte County-Pleasant
0,LaPorte County-Prairie
24,LaPorte County-Scipio
15,LaPorte County-Springfield
5,LaPorte County-Union
6,LaPorte County-Washington
1,Wills
1,Bono
0,Guthrie
1,Lawrence County-Indian Creek
14,Lawrence County-Marion
1,Marshall
0,Lawrence County-Perry
4,Pleasant Run
5,Shawswick
2,Spice Valley
11,Madison County-Adams
377,Madison County-Anderson
0,Madison County-Boone
1,Duck Creek
112,Madison County-Fall Creek
42,Madison County-Green
5,Madison County-Jackson
11,Madison County-Lafayette
2,Madison County-Monroe
12,Madison County-Pipe Creek
11,Madison County-Richland
13,Stony Creek
23,Madison County-Union
0,Madison County-Van Buren
"4,108",Marion County-Center
983,Decatur
941,Marion County-Franklin
"6,308",Lawrence
"1,833",Marion County-Perry
"4,513",Marion County-Pike
"4,920",Marion County-Warren
"2,728",Marion County-Washington
"11,348",Marion County-Wayne
12,Bourbon
197,Marshall County-Center
51,Marshall County-German
2,Marshall County-Green
42,Marshall County-North
15,Marshall County-Polk
1,Marshall County-Tippecanoe
1,Marshall County-Union
1,Marshall County-Walnut
45,West
0,Martin County-Center
0,Halbert
0,Lost River
0,Mitcheltree
2,Martin County-Perry
0,Rutherford
0,Miami County-Allen
4,Miami County-Butler
1,Miami County-Clay
2,Miami County-Deer Creek
3,Erie
0,Miami County-Harrison
0,Miami County-Jackson
7,Miami County-Jefferson
1,Miami County-Perry
56,Peru
26,Miami County-Pipe Creek
2,Miami County-Richland
0,Miami County-Union
16,Miami County-Washington
4,Bean Blossom
4,Monroe County-Benton
111,Bloomington
18,Monroe County-Clear Creek
8,Monroe County-Indian Creek
195,Monroe County-Perry
1,Monroe County-Polk
56,Monroe County-Richland
4,Monroe County-Salt Creek
68,Monroe County-Van Buren
5,Monroe County-Washington
7,Montgomery County-Brown
0,Montgomery County-Clark
4,Coal Creek
11,Montgomery County-Franklin
4,Montgomery County-Madison
10,Montgomery County-Ripley
3,Montgomery County-Scott
1,Montgomery County-Sugar Creek
343,Montgomery County-Union
9,Montgomery County-Walnut
6,Montgomery County-Wayne
6,Morgan County-Adams
1,Ashland
1,Baker
14,Morgan County-Brown
6,Morgan County-Clay
5,Morgan County-Green
45,Gregg
2,Morgan County-Harrison
3,Morgan County-Jackson
4,Morgan County-Jefferson
83,Morgan County-Madison
35,Morgan County-Monroe
0,Morgan County-Ray
21,Morgan County-Washington
0,Newton County-Beaver
5,Colfax
3,Newton County-Grant
25,Iroquois
3,Newton County-Jackson
6,Newton County-Jefferson
0,Newton County-Lake
10,Newton County-Lincoln
0,McClellan
4,Newton County-Washington
0,Albion
23,Noble County-Allen
18,Noble County-Elkhart
0,Noble County-Green
2,Noble County-Jefferson
1,Noble County-Noble
5,Noble County-Orange
140,Noble County-Perry
27,Noble County-Sparta
0,Swan
4,Noble County-Washington
60,Noble County-Wayne
4,Noble County-York
0,Ohio County-Cass
0,Ohio County-Pike
0,Ohio County-Randolph
0,Ohio County-Union
1,French Lick
0,Orange County-Greenfield
0,Orange County-Jackson
1,Northeast
0,Northwest
1,Orangeville
5,Orleans
3,Paoli
0,Southeast
1,Stampers Creek
4,Owen County-Clay
1,Owen County-Franklin
0,Owen County-Harrison
0,Owen County-Jackson
0,Owen County-Jefferson
1,Owen County-Jennings
1,Owen County-Lafayette
0,Owen County-Marion
2,Owen County-Montgomery
0,Owen County-Morgan
2,Owen County-Taylor
8,Owen County-Washington
0,Owen County-Wayne
5,Parke County-Adams
0,Florida
0,Parke County-Greene
0,Parke County-Howard
5,Parke County-Jackson
0,Parke County-Liberty
0,Parke County-Penn
1,Raccoon
3,Reserve
0,Parke County-Sugar Creek
2,Parke County-Union
1,Parke County-Wabash
0,Parke County-Washington
4,Perry County-Anderson
0,Perry County-Clark
1,Leopold
0,Oil
0,Tobin
25,Perry County-Troy
0,Perry County-Union
0,Pike County-Clay
0,Pike County-Jefferson
5,Lockhart
0,Pike County-Logan
0,Pike County-Madison
0,Pike County-Marion
1,Pike County-Monroe
0,Pike County-Patoka
3,Pike County-Washington
0,Porter County-County subdivisions not
0,Porter County-Boone
59,Porter County-Center
4,Porter County-Jackson
9,Porter County-Liberty
5,Porter County-Morgan
3,Porter County-Pine
0,Porter County-Pleasant
58,Porter County-Portage
8,Porter
8,Porter County-Union
8,Porter County-Washington
9,Westchester
0,Bethel
9,Black
3,Posey County-Center
0,Posey County-Harmony
0,Lynn
5,Marrs
0,Point
0,Robb
8,Robinson
0,Posey County-Smith
1,Pulaski County-Beaver
0,Pulaski County-Cass
0,Pulaski County-Franklin
0,Pulaski County-Harrison
0,Pulaski County-Indian Creek
1,Pulaski County-Jefferson
0,Pulaski County-Monroe
0,Rich Grove
7,Pulaski County-Salem
0,Pulaski County-Tippecanoe
0,Pulaski County-Van Buren
1,White Post
1,Putnam County-Clinton
0,Cloverdale
0,Floyd
3,Putnam County-Franklin
14,Greencastle
1,Putnam County-Jackson
0,Putnam County-Jefferson
1,Putnam County-Madison
1,Putnam County-Marion
1,Putnam County-Monroe
0,Russell
4,Putnam County-Warren
1,Putnam County-Washington
0,Randolph County-Franklin
0,Randolph County-Green
6,Greensfork
19,Randolph County-Jackson
0,Randolph County-Monroe
0,Randolph County-Stoney Creek
6,Randolph County-Union
1,Ward
5,Randolph County-Washington
140,Randolph County-Wayne
21,Randolph County-White River
2,Ripley County-Adams
7,Ripley County-Brown
0,Ripley County-Center
0,Ripley County-Delaware
0,Ripley County-Franklin
0,Ripley County-Jackson
10,Ripley County-Johnson
2,Laughery
0,Ripley County-Otter Creek
2,Ripley County-Shelby
0,Ripley County-Washington
2,Rush County-Anderson
1,Rush County-Center
0,Rush County-Jackson
0,Rush County-Noble
1,Rush County-Orange
0,Rush County-Posey
0,Rush County-Richland
1,Rush County-Ripley
8,Rushville
0,Rush County-Union
0,Rush County-Walker
0,Rush County-Washington
33,Centre
83,St. Joseph County-Clay
54,St. Joseph County-German
7,St. Joseph County-Greene
34,Harris
2,St. Joseph County-Liberty
0,St. Joseph County-Lincoln
7,St. Joseph County-Madison
1,St. Joseph County-Olive
243,St. Joseph County-Penn
680,St. Joseph County-Portage
3,St. Joseph County-Union
77,St. Joseph County-Warren
2,Finley
31,Scott County-Jennings
7,Scott County-Johnson
7,Lexington
18,Vienna
185,Addison
11,Shelby County-Brandywine
1,Shelby County-Hanover
10,Hendricks
21,Shelby County-Jackson
3,Shelby County-Liberty
17,Shelby County-Marion
20,Moral
3,Shelby County-Noble
16,Shelby County-Shelby
2,Shelby County-Sugar Creek
7,Shelby County-Union
1,Shelby County-Van Buren
5,Shelby County-Washington
9,Carter
1,Spencer County-Clay
0,Grass
1,Hammond
3,Spencer County-Harrison
4,Huff
0,Spencer County-Jackson
1,Luce
6,Spencer County-Ohio
2,California
6,Starke County-Center
0,Starke County-Davis
0,Starke County-Jackson
1,North Bend
1,Starke County-Oregon
0,Railroad
3,Starke County-Washington
0,Starke County-Wayne
1,Clear Lake
3,Fremont
10,Steuben County-Jackson
5,Jamestown
2,Millgrove
2,Otsego
84,Steuben County-Pleasant
1,Steuben County-Richland
4,Steuben County-Salem
5,Steuben County-Scott
7,Steuben County-Steuben
3,Steuben County-York
0,Sullivan County-Cass
0,Curry
0,Fairbanks
0,Gill
3,Haddon
1,Sullivan County-Hamilton
0,Sullivan County-Jackson
0,Sullivan County-Jefferson
0,Turman
0,Cotton
1,Craig
3,Switzerland County-Jefferson
1,Switzerland County-Pleasant
0,Switzerland County-Posey
0,Switzerland County-York
572,Tippecanoe County-Fairfield
2,Tippecanoe County-Jackson
19,Lauramie
67,Tippecanoe County-Perry
6,Tippecanoe County-Randolph
26,Sheffield
5,Tippecanoe County-Shelby
12,Tippecanoe County-Tippecanoe
16,Tippecanoe County-Union
129,Tippecanoe County-Wabash
21,Tippecanoe County-Washington
3,Tippecanoe County-Wayne
307,Wea
14,Cicero
1,Tipton County-Jefferson
1,Tipton County-Liberty
4,Tipton County-Madison
1,Tipton County-Prairie
1,Wildcat
0,Brownsville
2,Union County-Center
0,Union County-Harmony
0,Union County-Harrison
1,Union County-Liberty
0,Union County-Union
2,Armstrong
262,Vanderburgh County-Center
9,Vanderburgh County-German
"1,778",Knight
29,Vanderburgh County-Perry
309,Vanderburgh County-Pigeon
16,Vanderburgh County-Scott
0,Vanderburgh County-Union
0,Vermillion County-Clinton
0,Eugene
0,Helt
1,Vermillion County-Highland
0,Vermillion
1,Fayette
135,Vigo County-Harrison
64,Vigo County-Honey Creek
4,Linton
17,Lost Creek
7,Nevins
1,Vigo County-Otter Creek
3,Pierson
3,Prairie Creek
5,Prairieton
11,Riley
2,Vigo County-Sugar Creek
30,Wabash County-Chester
2,Lagro
3,Wabash County-Liberty
16,Wabash County-Noble
4,Paw Paw
6,Wabash County-Pleasant
1,Waltz
0,Warren County-Adams
0,Warren County-Jordan
1,Kent
1,Warren County-Liberty
1,Medina
1,Mound
1,Warren County-Pike
4,Warren County-Pine
3,Warren County-Prairie
1,Warren County-Steuben
1,Warren County-Warren
5,Warren County-Washington
3,Warrick County-Anderson
15,Boon
0,Warrick County-Campbell
0,Greer
4,Hart
0,Lane
82,Warrick County-Ohio
0,Warrick County-Owen
2,Warrick County-Pigeon
1,Skelton
3,Washington County-Brown
2,Washington County-Franklin
2,Gibson
1,Washington County-Howard
1,Washington County-Jackson
1,Washington County-Jefferson
1,Washington County-Madison
0,Washington County-Monroe
2,Pierce
1,Washington County-Polk
0,Washington County-Posey
1,Washington County-Vernon
12,Washington County-Washington
1,Abington
4,Boston
15,Wayne County-Center
0,Wayne County-Clay
0,Dalton
4,Wayne County-Franklin
0,Wayne County-Green
0,Wayne County-Harrison
0,Wayne County-Jackson
2,Wayne County-Jefferson
1,New Garden
0,Wayne County-Perry
0,Wayne County-Washington
222,Wayne County-Wayne
5,Wayne County-Webster
1,Wells County-Chester
77,Wells County-Harrison
0,Wells County-Jackson
6,Wells County-Jefferson
44,Wells County-Lancaster
2,Wells County-Liberty
4,Nottingham
5,Rockcreek
0,Wells County-Union
6,Big Creek
2,White County-Cass
9,White County-Honey Creek
0,White County-Jackson
14,White County-Liberty
3,White County-Lincoln
247,Monon
0,White County-Prairie
0,Princeton
0,Round Grove
71,White County-Union
1,West Point
0,Whitley County-Cleveland
3,Whitley County-Columbia
1,Etna-Troy
3,Whitley County-Jefferson
1,Whitley County-Richland
0,Whitley County-Smith
1,Thorncreek
1,Whitley County-Union
0,Whitley County-Washington
0,Adair County-Eureka
1,Adair County-Grand River
11,Adair County-Greenfield
1,Adair County-Grove
1,Adair County-Harrison
0,Adair County-Jackson
1,Adair County-Jefferson
1,Adair County-Lee
7,Adair County-Lincoln
0,Orient
0,Prussia
0,Adair County-Richland
1,Summerset
0,Adair County-Summit
0,Adair County-Union
0,Adair County-Walnut
0,Adair County-Washington
0,Carl
0,Adams County-Colony
0,Adams County-Douglas
3,Adams County-Grant
0,Adams County-Jasper
0,Adams County-Lincoln
1,Mercer
0,Adams County-Nodaway
0,Prescott
0,Quincy
0,Adams County-Union
0,Adams County-Washington
1,Allamakee County-Center
0,Allamakee County-Fairview
15,Allamakee County-Franklin
0,French Creek
1,Allamakee County-Hanover
0,Allamakee County-Iowa
3,Allamakee County-Jefferson
0,Allamakee County-Lafayette
0,Lansing
0,Linton
20,Ludlow
19,Makee
3,Paint Creek
267,Post
0,Allamakee County-Taylor
0,Union City
4,Union Prairie
1,Allamakee County-Waterloo
0,Bellair
0,Caldwell
3,Centerville
0,Appanoose County-Chariton
0,Appanoose County-Douglas
0,Appanoose County-Franklin
0,Appanoose County-Independence
0,Johns
0,Appanoose County-Lincoln
0,Appanoose County-Pleasant
0,Appanoose County-Sharon
0,Appanoose County-Taylor
0,Udell
0,Appanoose County-Union
0,Vermillion
0,Appanoose County-Walnut
0,Appanoose County-Washington
0,Wells
0,Audubon
0,Cameron
0,Audubon County-Douglas
0,Exira
0,Audubon County-Greeley
0,Hamlin
0,Audubon County-Leroy
0,Audubon County-Lincoln
0,Melville
0,Oakfield
0,Audubon County-Sharon
0,Audubon County-Viola
0,Belle Plaine
0,Benton County-Benton
0,Benton County-Big Grove
0,Bruce
0,Canton
0,Benton County-Cedar
0,Benton County-Eden
1,Eldorado
0,Florence
0,Benton County-Fremont
0,Benton County-Harrison
0,Benton County-Homer
0,Benton County-Iowa
0,Benton County-Jackson
0,Benton County-Kane
3,Benton County-Leroy
0,Benton County-Monroe
0,Benton County-Polk
0,Benton County-St. Clair
0,Shellsburg
0,Benton County-Taylor
0,Benton County-Union
2,Vinton
2,Barclay
4,Bennington
0,Big Creek
0,Black Hawk County-Black Hawk
21,Black Hawk County-Cedar
18,Black Hawk County-Cedar Falls
0,Black Hawk County-Cedar Falls
2,Black Hawk County-Eagle
12,East Waterloo
35,Evansdale
0,Fox
0,Lester
0,Black Hawk County-Lincoln
9,Black Hawk County-Mount Vernon
2,Black Hawk County-Orange
9,Poyner
0,Black Hawk County-Spring Creek
0,Black Hawk County-Union
0,Black Hawk County-Washington
750,Black Hawk County-Waterloo
0,Amaqua
0,Boone County-Beaver
0,Boone County-Cass
1,Boone County-Colfax
13,Boone County-Des Moines
0,Boone County-Dodge
1,Boone County-Douglas
0,Garden
0,Boone County-Grant
0,Boone County-Harrison
1,Boone County-Jackson
0,Marcy
0,Peoples
0,Pilot Mound
14,Boone County-Union
1,Worth
0,Boone County-Yell
0,Bremer County-Dayton
0,Bremer County-Douglas
0,Bremer County-Franklin
0,Frederika
0,Bremer County-Fremont
1,Bremer County-Jackson
0,Bremer County-Jefferson
2,Bremer County-Lafayette
0,Le Roy
0,Maxfield
0,Bremer County-Polk
2,Bremer County-Sumner
0,Sumner No. 2
1,Bremer County-Warren
2,Bremer County-Washington
28,Waverly
0,Buchanan County-Buffalo
0,Byron
0,Cono
0,Fairbank
0,Buchanan County-Fremont
0,Hazleton
0,Buchanan County-Homer
0,Buchanan County-Jefferson
0,Buchanan County-Liberty
0,Buchanan County-Madison
0,Middlefield
0,Buchanan County-Newton
0,Buchanan County-Perry
1,Buchanan County-Sumner
2,Buchanan County-Washington
0,Westburg
3,Barnes
1,Brooke
0,Coon
2,Buena Vista County-Elk
3,Buena Vista County-Fairfield
10,Buena Vista County-Grant
47,Buena Vista County-Hayes
1,Buena Vista County-Lee
2,Buena Vista County-Lincoln
3,Maple Valley
0,Newell
24,Nokomis
6,Poland
7,Buena Vista County-Providence
3,Buena Vista County-Scott
1,Sioux Rapids
417,Storm Lake
17,Buena Vista County-Washington
0,Butler County-Albion
0,Butler County-Beaver
1,Bennezette
0,Butler County-Butler
0,Coldwater
0,Butler County-Dayton
0,Butler County-Fremont
0,Butler County-Jackson
0,Butler County-Jefferson
0,Butler County-Madison
0,Butler County-Monroe
0,Pittsford
0,Ripley
0,Shell Rock
0,Butler County-Washington
0,Butler County-West Point
0,Calhoun County-Butler
0,Calhoun County-Calhoun
0,Calhoun County-Cedar
0,Calhoun County-Center
0,Calhoun County-Elm Grove
0,Calhoun County-Garfield
0,Calhoun County-Greenfield
0,Calhoun County-Jackson
0,Lake City
0,Lake Creek
0,Calhoun County-Lincoln
0,Calhoun County-Logan
0,Calhoun County-Reading
0,Calhoun County-Sherman
0,Twin Lakes
0,Calhoun County-Union
1,Calhoun County-Williams
0,Arcadia
31,Carroll County-Carroll
0,Carroll County-Eden
0,Ewoldt
4,Glidden
1,Carroll County-Grant
0,Carroll County-Jasper
1,Kniest
0,Manning
1,Maple River
0,Carroll County-Newton
1,Carroll County-Pleasant Valley
0,Carroll County-Richland
1,Roselle
1,Carroll County-Sheridan
0,Carroll County-Union
0,Carroll County-Washington
0,Wheatland
1,Cass County-Bear Grove
0,Cass County-Benton
0,Cass County-Brighton
3,Cass County-Cass
0,Edna
0,Cass County-Franklin
0,Cass County-Grant
16,Cass County-Grove
0,Cass County-Lincoln
0,Massena
0,Noble
1,Cass County-Pleasant
1,Pymosa
0,Cass County-Union
0,Victoria
1,Cass County-Washington
0,Cedar County-Cass
4,Cedar County-Center
0,Cedar County-Dayton
0,Cedar County-Fairfield
0,Cedar County-Farmington
0,Cedar County-Fremont
1,Gower
0,Inland
5,Cedar County-Iowa
0,Cedar County-Linn
0,Massillon
0,Pioneer
0,Cedar County-Red Oak
0,Rochester
13,Springdale
0,Cedar County-Springfield
0,Cedar County-Sugar Creek
0,Bath
7,Cerro Gordo County-Clear Lake
1,Cerro Gordo County-Clear Lake
0,Dougherty
1,Falls
0,Cerro Gordo County-Geneseo
0,Cerro Gordo County-Grant
5,Grimes
0,Cerro Gordo County-Lake
1,Cerro Gordo County-Lime Creek
0,Cerro Gordo County-Lincoln
1,Cerro Gordo County-Mason
56,Mason City
0,Cerro Gordo County-Mount Vernon
0,Owen
0,Cerro Gordo County-Pleasant Valley
0,Cerro Gordo County-Portland
0,Cerro Gordo County-Union
1,Cherokee County-Afton
0,Amherst
1,Cherokee County-Cedar
27,Cherokee
0,Diamond
0,Cherokee County-Grand Meadow
0,Cherokee County-Liberty
0,Marcus
1,Cherokee County-Pilot
0,Pitcher
0,Cherokee County-Rock
0,Cherokee County-Sheridan
0,Silver
0,Spring
0,Tilden
0,Cherokee County-Willow
0,Bradford
0,Chickasaw
11,Chickasaw County-Dayton
6,Deerfield
3,Dresden
4,Fredericksburg
3,Jacksonville
20,New Hampton
1,Chickasaw County-Richland
3,Stapleton
1,Utica
14,Chickasaw County-Washington
1,Doyle
1,Clarke County-Franklin
13,Clarke County-Fremont
7,Clarke County-Green Bay
3,Clarke County-Jackson
9,Clarke County-Knox
8,Clarke County-Liberty
1,Clarke County-Madison
208,Clarke County-Osceola
17,Clarke County-Osceola
7,Clarke County-Troy
11,Ward
9,Clarke County-Washington
5,Clay County-Clay
1,Clay County-Douglas
0,Freeman
0,Clay County-Garfield
0,Gillett Grove
0,Herdland
0,Clay County-Lake
2,Clay County-Lincoln
0,Clay County-Logan
1,Lone Tree
2,Clay County-Meadow
0,Peterson
1,Clay County-Riverton
2,Clay County-Sioux
65,Spencer
3,Clay County-Summit
0,Clay County-Waterford
0,Boardman
0,Clayton County-Buena Vista
0,Clayton County-Cass
1,Clayton County-Clayton
0,Cox Creek
0,Clayton County-Elk
0,Farmersburg
5,Garnavillo
0,Giard
64,Clayton County-Grand Meadow
0,Clayton County-Highland
0,Clayton County-Jefferson
0,Lodomillo
0,Mallory
10,Clayton County-Marion
0,Mendon
0,Millville
4,Monona
0,Read
