category,casecount,subcounty,county,state
subcounty,0,Davis County-Salt Creek,Davis County,Iowa
subcounty,0,Soap Creek,Davis County,Iowa
subcounty,0,Davis County-Union,Davis County,Iowa
subcounty,0,West Grove,Chester County,Pennsylvania
subcounty,0,Wyacondah,Davis County,Iowa
subcounty,0,Decatur County-Bloomington,Decatur County,Iowa
subcounty,0,Burrell,Decatur County,Iowa
subcounty,1,Decatur County-Center,Decatur County,Kansas
subcounty,1,Decatur,Green County,Wisconsin
subcounty,1,Decatur County-Eden,Decatur County,Iowa
subcounty,0,Decatur County-Fayette,Decatur County,Iowa
subcounty,0,Decatur County-Franklin,Decatur County,Iowa
subcounty,0,Garden Grove,Christian County,Missouri
subcounty,0,Decatur County-Grand River,Decatur County,Iowa
subcounty,0,Decatur County-Hamilton,Decatur County,Iowa
subcounty,0,High Point,Guilford County,North Carolina
subcounty,0,Lamoni,Decatur County,Iowa
subcounty,7,Leon,Cattaraugus County,New York
subcounty,2,Long Creek,Oconee County,South Carolina
subcounty,0,Decatur County-Morgan,Decatur County,Iowa
subcounty,0,New Buda,Decatur County,Iowa
subcounty,0,Decatur County-Richland,Decatur County,Iowa
subcounty,0,Woodland,Sauk County,Wisconsin
subcounty,0,Delaware County-Adams,Delaware County,Iowa
subcounty,2,Bremen,Wells County,North Dakota
subcounty,0,Coffins Grove,Delaware County,Iowa
subcounty,0,Delaware County-Colony,Delaware County,Iowa
subcounty,3,Delaware County-Delaware,Delaware County,Ohio
subcounty,0,Delhi,Hamilton County,Ohio
subcounty,0,Delaware County-Elk,Delaware County,Iowa
subcounty,0,Hazel Green,Wolfe County,Kentucky
subcounty,0,Delaware County-Honey Creek,Delaware County,Iowa
subcounty,0,Milo,Yates County,New York
subcounty,0,North Fork,Smyth County,Virginia
subcounty,0,Delaware County-Oneida,Delaware County,Iowa
subcounty,0,Delaware County-Prairie,Delaware County,Iowa
subcounty,0,Delaware County-Richland,Delaware County,Iowa
subcounty,5,Delaware County-South Fork,Delaware County,Iowa
subcounty,1,Delaware County-Union,Delaware County,Iowa
subcounty,0,Des Moines County-Benton,Des Moines County,Iowa
subcounty,22,Burlington,Skagit County,Washington
subcounty,1,Concordia,Cloud County,Kansas
subcounty,2,Des Moines County-Danville,Des Moines County,Iowa
subcounty,1,Des Moines County-Danville,Des Moines County,Iowa
subcounty,1,Flint River,Des Moines County,Iowa
subcounty,0,Des Moines County-Franklin,Des Moines County,Iowa
subcounty,0,Huron,Erie County,Ohio
subcounty,0,Des Moines County-Jackson,Des Moines County,Iowa
subcounty,0,Mediapolis,Des Moines County,Iowa
subcounty,0,Middletown,Marion County,West Virginia
subcounty,1,Des Moines County-Pleasant Grove,Des Moines County,Iowa
subcounty,1,Des Moines County-Tama,Des Moines County,Iowa
subcounty,1,Des Moines County-Union,Des Moines County,Iowa
subcounty,0,Des Moines County-Washington,Des Moines County,Iowa
subcounty,0,West Burlington,Bradford County,Pennsylvania
subcounty,0,Yellow Springs,Des Moines County,Iowa
subcounty,20,Center Grove,Guilford County,North Carolina
subcounty,0,Diamond Lake,Lincoln County,Minnesota
subcounty,0,Excelsior,Sauk County,Wisconsin
subcounty,3,Lakeville,Grand Forks County,North Dakota
subcounty,0,Lloyd,Ulster County,New York
subcounty,2,Dickinson County-Milford,Dickinson County,Iowa
subcounty,4,Okoboji,Dickinson County,Iowa
subcounty,1,Dickinson County-Richland,Dickinson County,Iowa
subcounty,0,Dickinson County-Silver Lake,Dickinson County,Iowa
subcounty,4,Spirit Lake,Kingsbury County,South Dakota
subcounty,1,Superior,Williams County,Ohio
subcounty,0,Westport,Dane County,Wisconsin
subcounty,5,Cascade,Sheboygan County,Wisconsin
subcounty,6,Dubuque County-Center,Dubuque County,Iowa
subcounty,0,Dubuque County-Concord,Dubuque County,Iowa
subcounty,2,Dubuque County-Dodge,Dubuque County,Iowa
subcounty,95,Dubuque County-Dubuque,Dubuque County,Iowa
subcounty,20,Dubuque County-Dubuque,Dubuque County,Iowa
subcounty,0,Dubuque County-Iowa,Dubuque County,Iowa
subcounty,0,Dubuque County-Jefferson,Dubuque County,Iowa
subcounty,0,Julien,Dubuque County,Iowa
subcounty,0,Dubuque County-Liberty,Dubuque County,Iowa
subcounty,0,Mosalem,Dubuque County,Iowa
subcounty,12,New Wine,Dubuque County,Iowa
subcounty,2,Peru,Dunn County,Wisconsin
subcounty,0,Prairie Creek,Dubuque County,Iowa
subcounty,1,Table Mound,Dubuque County,Iowa
subcounty,7,Dubuque County-Taylor,Dubuque County,Iowa
subcounty,0,Dubuque County-Vernon,Dubuque County,Iowa
subcounty,0,Dubuque County-Washington,Dubuque County,Iowa
subcounty,6,Whitewater,Hamilton County,Ohio
subcounty,0,Armstrong Grove,Emmet County,Iowa
subcounty,5,Emmet County-Center,Emmet County,Iowa
subcounty,0,Emmet County-Denmark,Emmet County,Iowa
subcounty,3,Emmet County-Ellsworth,Emmet County,Iowa
subcounty,3,Emmet,Union County,South Dakota
subcounty,112,Estherville,Burleigh County,North Dakota
subcounty,3,High Lake,Emmet County,Iowa
subcounty,0,Iowa Lake,Emmet County,Iowa
subcounty,0,Jack Creek,Emmet County,Iowa
subcounty,0,Emmet County-Lincoln,Emmet County,Iowa
subcounty,1,Emmet County-Swan Lake,Emmet County,Iowa
subcounty,2,Twelve Mile Lake,Emmet County,Iowa
subcounty,0,Auburn,Cayuga County,New York
subcounty,0,Banks,Antrim County,Michigan
subcounty,0,Bethel,Windsor County,Vermont
subcounty,0,Fayette County-Center,Fayette County,Iowa
subcounty,4,Clermont,Adams County,North Dakota
subcounty,1,Fayette County-Dover,Fayette County,Iowa
subcounty,0,Fayette County-Eden,Fayette County,Iowa
subcounty,0,Fayette County-Fairfield,Fayette County,Iowa
subcounty,0,Fayette County-Fayette,Fayette County,Iowa
subcounty,5,Fayette County-Fremont,Fayette County,Iowa
subcounty,0,Fayette County-Harlan,Fayette County,Iowa
subcounty,0,Illyria,Fayette County,Iowa
subcounty,15,Fayette County-Jefferson,Fayette County,Pennsylvania
subcounty,0,Oran,Fayette County,Iowa
subcounty,0,Fayette County-Pleasant Valley,Fayette County,Iowa
subcounty,0,Fayette County-Putnam,Fayette County,Iowa
subcounty,0,Fayette County-Scott,Fayette County,Iowa
subcounty,0,Smithfield,Isle of Wight County,Virginia
subcounty,0,Fayette County-Sumner,Fayette County,Iowa
subcounty,1,Fayette County-Union,Fayette County,Ohio
subcounty,0,Fayette County-Westfield,Fayette County,Iowa
subcounty,5,West Union,Steuben County,New York
subcounty,0,Windsor,Dane County,Wisconsin
subcounty,1,Floyd County-Cedar,Floyd County,Iowa
subcounty,33,Charles City,Floyd County,Iowa
subcounty,1,Floyd County-Floyd,Floyd County,Iowa
subcounty,2,Niles,Cayuga County,New York
subcounty,0,Floyd County-Pleasant Grove,Floyd County,Iowa
subcounty,1,Floyd County-Riverton,Floyd County,Iowa
subcounty,0,Floyd County-Rockford,Floyd County,Iowa
subcounty,0,Rock Grove,Floyd County,Iowa
subcounty,0,Rudd,Floyd County,Iowa
subcounty,6,St. Charles,Lee County,South Carolina
subcounty,0,Floyd County-Scott,Floyd County,Iowa
subcounty,0,Ulster,Bradford County,Pennsylvania
subcounty,0,Floyd County-Union,Floyd County,Iowa
subcounty,0,Geneva,Walworth County,Wisconsin
subcounty,1,Franklin County-Grant,Franklin County,Nebraska
subcounty,5,Franklin County-Hamilton,Franklin County,Pennsylvania
subcounty,168,Hampton,Allegheny County,Pennsylvania
subcounty,9,Ingham,Ingham County,Michigan
subcounty,0,Franklin County-Lee,Franklin County,Iowa
subcounty,22,Franklin County-Marion,Franklin County,Iowa
subcounty,3,Franklin County-Morgan,Franklin County,Iowa
subcounty,19,Mott,Franklin County,Iowa
subcounty,1,Franklin County-Oakland,Franklin County,Iowa
subcounty,0,Franklin County-Osceola,Franklin County,Iowa
subcounty,8,Reeve,Franklin County,Iowa
subcounty,1,Franklin County-Richland,Franklin County,Iowa
subcounty,1,Franklin County-Ross,Franklin County,Iowa
subcounty,4,Franklin County-Scott,Franklin County,Iowa
subcounty,0,Sheffield,Caledonia County,Vermont
subcounty,1,Franklin County-West Fork,Franklin County,Iowa
subcounty,1,Wisner,Tuscola County,Michigan
subcounty,0,Fremont County-Benton,Fremont County,Iowa
subcounty,0,Fisher,Grant County,North Dakota
subcounty,0,Fremont County-Green,Fremont County,Iowa
subcounty,0,Hamburg,Berks County,Pennsylvania
subcounty,0,Fremont County-Locust Grove,Fremont County,Iowa
subcounty,0,Fremont County-Madison,Fremont County,Iowa
subcounty,0,Fremont County-Monroe,Fremont County,Iowa
subcounty,0,Fremont County-Prairie,Fremont County,Iowa
subcounty,0,Fremont County-Riverside,Fremont County,Iowa
subcounty,0,Fremont County-Riverton,Fremont County,Iowa
subcounty,0,Fremont County-Scott,Fremont County,Iowa
subcounty,0,Sidney,Perkins County,South Dakota
subcounty,0,Tabor,Bon Homme County,South Dakota
subcounty,0,Fremont County-Walnut,Fremont County,Iowa
subcounty,0,Fremont County-Washington,Fremont County,Iowa
subcounty,0,Greene County-Bristol,Greene County,Iowa
subcounty,0,Greene County-Cedar,Greene County,Iowa
subcounty,0,Dawson,Navarro County,Texas
subcounty,0,Greene County-Franklin,Greene County,Pennsylvania
subcounty,0,Greene County-Grant,Greene County,Iowa
subcounty,0,Greenbrier,Greene County,Iowa
subcounty,0,Greene County-Hardin,Greene County,Iowa
subcounty,0,Greene County-Highland,Greene County,Iowa
subcounty,0,Greene County-Jackson,Greene County,Pennsylvania
subcounty,11,Greene County-Jefferson,Greene County,Pennsylvania
subcounty,1,Junction,Osage County,Kansas
subcounty,0,Kendrick,Greene County,Iowa
subcounty,0,Paton,Greene County,Iowa
subcounty,0,Scranton,Lackawanna County,Pennsylvania
subcounty,5,Greene County-Washington,Greene County,Pennsylvania
subcounty,0,Greene County-Willow,Greene County,Iowa
subcounty,0,Grundy County-Beaver,Grundy County,Iowa
subcounty,0,Grundy County-Black Hawk,Grundy County,Iowa
subcounty,0,Grundy County-Clay,Grundy County,Iowa
subcounty,0,Grundy County-Colfax,Grundy County,Iowa
subcounty,0,Grundy County-Fairfield,Grundy County,Iowa
subcounty,0,Felix,Grundy County,Iowa
subcounty,0,Grundy County-German,Grundy County,Iowa
subcounty,0,Grundy County-Grant,Grundy County,Iowa
subcounty,0,Grundy County-Lincoln,Grundy County,Missouri
subcounty,0,Melrose,Grant County,South Dakota
subcounty,5,Palermo,Oswego County,New York
subcounty,0,Grundy County-Pleasant Valley,Grundy County,Iowa
subcounty,0,Shiloh,King George County,Virginia
subcounty,0,Grundy County-Washington,Grundy County,Missouri
subcounty,0,Guthrie County-Baker,Guthrie County,Iowa
subcounty,0,Guthrie County-Bear Grove,Guthrie County,Iowa
subcounty,0,Guthrie County-Beaver,Guthrie County,Iowa
subcounty,2,Guthrie County-Cass,Guthrie County,Iowa
subcounty,0,Guthrie County-Dodge,Guthrie County,Iowa
subcounty,0,Guthrie County-Grant,Guthrie County,Iowa
subcounty,0,Guthrie County-Highland,Guthrie County,Iowa
subcounty,1,Guthrie County-Jackson,Guthrie County,Iowa
subcounty,0,Guthrie County-Orange,Guthrie County,Iowa
subcounty,0,Guthrie County-Penn,Guthrie County,Iowa
subcounty,1,Guthrie County-Richland,Guthrie County,Iowa
subcounty,0,Seely,Faribault County,Minnesota
subcounty,9,Stuart,Holt County,Nebraska
subcounty,0,Thompson,Grand Forks County,North Dakota
subcounty,0,Guthrie County-Union,Guthrie County,Iowa
subcounty,0,Guthrie County-Valley,Guthrie County,Iowa
subcounty,0,Victory,Essex County,Vermont
subcounty,4,Blairsburg,Hamilton County,Iowa
subcounty,15,Hamilton County-Cass,Hamilton County,Iowa
subcounty,0,Hamilton County-Clear Lake,Hamilton County,Iowa
subcounty,0,Hamilton County-Ellsworth,Hamilton County,Iowa
subcounty,10,Hamilton County-Freedom,Hamilton County,Iowa
subcounty,6,Hamilton County-Fremont,Hamilton County,Iowa
subcounty,2,Hamilton County-Hamilton,Hamilton County,Iowa
subcounty,9,Hamilton County-Independence,Hamilton County,Iowa
subcounty,1,Hamilton County-Liberty,Hamilton County,Kansas
subcounty,1,Hamilton County-Lincoln,Hamilton County,Iowa
subcounty,0,Hamilton County-Lyon,Hamilton County,Iowa
subcounty,0,Hamilton County-Marion,Hamilton County,Iowa
subcounty,0,Rose Grove,Hamilton County,Iowa
subcounty,0,Hamilton County-Scott,Hamilton County,Iowa
subcounty,2,Hamilton County-Webster,Hamilton County,Iowa
subcounty,347,Webster City,Hamilton County,Iowa
subcounty,0,Hamilton County-Williams,Hamilton County,Iowa
subcounty,12,Amsterdam,Botetourt County,Virginia
subcounty,1,Hancock County-Avery,Hancock County,Iowa
subcounty,0,Bingham,Salt Lake County,Utah
subcounty,2,Hancock County-Boone,Hancock County,Iowa
subcounty,17,Britt,Hancock County,Iowa
subcounty,0,Hancock County-Concord,Hancock County,Iowa
subcounty,1,Hancock County-Crystal,Hancock County,Iowa
subcounty,0,Ell,Hancock County,Iowa
subcounty,0,Hancock County-Ellington,Hancock County,Iowa
subcounty,2,Erin,Washington County,Wisconsin
subcounty,1,Hancock County-Garfield,Hancock County,Iowa
subcounty,0,Hancock County-Liberty,Hancock County,Ohio
subcounty,1,Hancock County-Madison,Hancock County,Ohio
subcounty,6,Magor,Hancock County,Iowa
subcounty,3,Orthel,Hancock County,Iowa
subcounty,1,Twin Lake,Sanborn County,South Dakota
subcounty,1,Alden,Polk County,Wisconsin
subcounty,0,Buckeye,Kidder County,North Dakota
subcounty,0,Hardin County-Clay,Hardin County,Iowa
subcounty,1,Hardin County-Concord,Hardin County,Iowa
subcounty,5,Hardin County-Eldora,Hardin County,Iowa
subcounty,0,Hardin County-Eldora,Hardin County,Iowa
subcounty,0,Ellis,Cheboygan County,Michigan
subcounty,2,Etna,Allegheny County,Pennsylvania
subcounty,0,Hardin County-Grant,Hardin County,Iowa
subcounty,10,Hardin County-Hardin,Hardin County,Iowa
subcounty,0,Hardin County-Jackson,Hardin County,Ohio
subcounty,0,Hardin County-Pleasant,Hardin County,Ohio
subcounty,0,Hardin County-Providence,Hardin County,Iowa
subcounty,4,Hardin County-Sherman,Hardin County,Iowa
subcounty,0,Tipton,Tillman County,Oklahoma
subcounty,0,Hardin County-Union,Hardin County,Iowa
subcounty,0,Harrison County-Allen,Harrison County,Iowa
subcounty,0,Harrison County-Boyer,Harrison County,Iowa
subcounty,0,Harrison County-Calhoun,Harrison County,Iowa
subcounty,0,Harrison County-Cass,Harrison County,Iowa
subcounty,0,Cincinnati,Hamilton County,Ohio
subcounty,0,Harrison County-Clay,Harrison County,Missouri
subcounty,0,Harrison County-Douglas,Harrison County,Iowa
subcounty,0,Harrison County-Harrison,Harrison County,Iowa
subcounty,0,Harrison County-Jackson,Harrison County,Iowa
subcounty,2,Harrison County-Jefferson,Harrison County,Missouri
subcounty,0,La Grange,Fayette County,Texas
subcounty,0,Harrison County-Lincoln,Harrison County,Missouri
subcounty,0,Harrison County-Little Sioux,Harrison County,Iowa
subcounty,0,Magnolia,Rock County,Wisconsin
subcounty,0,Harrison County-Morgan,Harrison County,Iowa
subcounty,0,Raglan,Harrison County,Iowa
subcounty,2,St. John,Rolette County,North Dakota
subcounty,0,Harrison County-Taylor,Harrison County,Iowa
subcounty,0,Harrison County-Union,Harrison County,Missouri
subcounty,0,Harrison County-Washington,Harrison County,Ohio
subcounty,1,Baltimore,Windsor County,Vermont
subcounty,0,Canaan,Essex County,Vermont
subcounty,9,Henry County-Center,Henry County,Iowa
subcounty,2,Henry County-Jackson,Henry County,Iowa
subcounty,4,Henry County-Jefferson,Henry County,Iowa
subcounty,3,Henry County-Marion,Henry County,Ohio
subcounty,70,Mount Pleasant,Titus County,Texas
subcounty,4,New London,Chester County,Pennsylvania
subcounty,1,Salem,Oconee County,South Carolina
subcounty,0,Henry County-Scott,Henry County,Iowa
subcounty,7,Tippecanoe,Henry County,Iowa
subcounty,4,Trenton,Brookings County,South Dakota
subcounty,3,Henry County-Wayne,Henry County,Iowa
subcounty,2,Howard County-Afton,Howard County,Iowa
subcounty,2,Howard County-Albion,Howard County,Iowa
subcounty,0,Howard County-Chester,Howard County,Iowa
subcounty,5,Forest City,Susquehanna County,Pennsylvania
subcounty,0,Howard County-Howard,Howard County,Iowa
subcounty,2,Howard Center,Howard County,Iowa
subcounty,0,Jamestown,Grant County,Wisconsin
subcounty,2,New Oregon,Howard County,Iowa
subcounty,0,Oak Dale,Howard County,Iowa
subcounty,1,Paris,Lamar County,Texas
subcounty,1,Saratoga,Carbon County,Wyoming
subcounty,24,Vernon Springs,Howard County,Iowa
subcounty,0,Humboldt County-Avery,Humboldt County,Iowa
subcounty,3,Humboldt County-Beaver,Humboldt County,Iowa
subcounty,3,Corinth,Orange County,Vermont
subcounty,6,Dakota City,Dakota County,Nebraska
subcounty,0,Delana,Humboldt County,Iowa
subcounty,2,Humboldt County-Grove,Humboldt County,Iowa
subcounty,44,Humboldt County-Humboldt,Humboldt County,Iowa
subcounty,4,Humboldt County-Humboldt,Humboldt County,Iowa
subcounty,1,Humboldt County-Lake,Humboldt County,Iowa
subcounty,5,Humboldt County-Norway,Humboldt County,Iowa
subcounty,4,Humboldt County-Rutland,Humboldt County,Iowa
subcounty,2,Humboldt County-Vernon,Humboldt County,Iowa
subcounty,0,Wacousta,Humboldt County,Iowa
subcounty,1,Weaver,Tripp County,South Dakota
subcounty,0,Battle,Beltrami County,Minnesota
subcounty,0,Ida County-Blaine,Ida County,Iowa
subcounty,5,Corwin,Stutsman County,North Dakota
subcounty,0,Ida County-Douglas,Ida County,Iowa
subcounty,2,Galva,Ida County,Iowa
subcounty,0,Ida County-Garfield,Ida County,Iowa
subcounty,0,Ida County-Grant,Ida County,Iowa
subcounty,6,Griggs,Ida County,Iowa
subcounty,0,Ida County-Hayes,Ida County,Iowa
subcounty,1,Ida County-Logan,Ida County,Iowa
subcounty,0,Ida County-Maple,Ida County,Iowa
subcounty,0,Ida County-Silver Creek,Ida County,Iowa
subcounty,0,Iowa County-Dayton,Iowa County,Iowa
subcounty,0,Iowa County-English,Iowa County,Iowa
subcounty,0,Fillmore,Millard County,Utah
subcounty,0,Greene,Trumbull County,Ohio
subcounty,0,Hartford,Windsor County,Vermont
subcounty,0,Hilton,Ward County,North Dakota
subcounty,0,Iowa County-Honey Creek,Iowa County,Iowa
subcounty,0,Iowa County-Iowa,Iowa County,Iowa
subcounty,0,Lenox,Susquehanna County,Pennsylvania
subcounty,0,Iowa County-Lincoln,Iowa County,Iowa
subcounty,5,Marengo,Ashland County,Wisconsin
subcounty,0,Iowa County-Pilot,Iowa County,Iowa
subcounty,1,Iowa County-Sumner,Iowa County,Iowa
subcounty,0,Iowa County-Troy,Iowa County,Iowa
subcounty,2,Iowa County-Washington,Iowa County,Iowa
subcounty,0,Iowa County-York,Iowa County,Iowa
subcounty,0,Bellevue,Brown County,Wisconsin
subcounty,0,Brandon,Fond du Lac County,Wisconsin
subcounty,0,Jackson County-Butler,Jackson County,Iowa
subcounty,0,Jackson County-Fairfield,Jackson County,Iowa
subcounty,0,Farmers Creek,Jackson County,Iowa
subcounty,0,Jackson County-Iowa,Jackson County,Iowa
subcounty,0,Jackson County-Jackson,Jackson County,Ohio
subcounty,0,Maquoketa,Jackson County,Iowa
subcounty,0,Monmouth,Kennebec County,Maine
subcounty,0,Jackson County-Otter Creek,Jackson County,Iowa
subcounty,0,Jackson County-Perry,Jackson County,Iowa
subcounty,0,Prairie Springs,Jackson County,Iowa
subcounty,0,Jackson County-Richland,Jackson County,Iowa
subcounty,0,Jackson County-South Fork,Jackson County,Iowa
subcounty,0,Tete Des Morts,Jackson County,Iowa
subcounty,0,Jackson County-Union,Jackson County,Iowa
subcounty,0,Jackson County-Van Buren,Jackson County,Missouri
subcounty,0,Jackson County-Washington,Jackson County,Ohio
subcounty,1,Jasper County-Buena Vista,Jasper County,Iowa
subcounty,0,Jasper County-Clear Creek,Jasper County,Iowa
subcounty,0,Jasper County-Des Moines,Jasper County,Iowa
subcounty,0,Elk Creek,Grayson County,Virginia
subcounty,0,Jasper County-Fairview,Jasper County,Iowa
subcounty,0,Jasper County-Hickory Grove,Jasper County,Iowa
subcounty,0,Jasper County-Independence,Jasper County,Iowa
subcounty,0,Kellogg,Beadle County,South Dakota
subcounty,0,Lynn Grove,Jasper County,Iowa
subcounty,0,Malaka,Jasper County,Iowa
subcounty,0,Mariposa,Saunders County,Nebraska
subcounty,1,Mound Prairie,Houston County,Minnesota
subcounty,36,Jasper County-Newton,Jasper County,Iowa
subcounty,8,Palo Alto,Schuylkill County,Pennsylvania
subcounty,1,Poweshiek,Jasper County,Iowa
subcounty,0,Jasper County-Richland,Jasper County,Iowa
subcounty,2,Rock Creek,Dunn County,Wisconsin
subcounty,1,Jasper County-Sherman,Jasper County,Iowa
subcounty,3,Jasper County-Washington,Jasper County,Iowa
subcounty,1,Jefferson County-Black Hawk,Jefferson County,Iowa
subcounty,2,Jefferson County-Buchanan,Jefferson County,Iowa
subcounty,1,Jefferson County-Cedar,Jefferson County,Iowa
subcounty,2,Jefferson County-Center,Jefferson County,Iowa
subcounty,0,Jefferson County-Des Moines,Jefferson County,Iowa
subcounty,21,Jefferson County-Fairfield,Jefferson County,Iowa
subcounty,0,Jefferson County-Liberty,Jefferson County,Iowa
subcounty,0,Lockridge,York County,Nebraska
subcounty,0,Jefferson County-Locust Grove,Jefferson County,Iowa
subcounty,0,Jefferson County-Penn,Jefferson County,Iowa
subcounty,0,Jefferson County-Polk,Jefferson County,Pennsylvania
subcounty,0,Round Prairie,Williams County,North Dakota
subcounty,0,Jefferson County-Walnut,Jefferson County,Iowa
subcounty,0,Johnson County-Big Grove,Johnson County,Iowa
subcounty,0,Johnson County-Cedar,Johnson County,Iowa
subcounty,85,Johnson County-Clear Creek,Johnson County,Iowa
subcounty,9,East Lucas,Johnson County,Iowa
subcounty,3,Johnson County-Fremont,Johnson County,Iowa
subcounty,7,Graham,Mason County,West Virginia
subcounty,0,Johnson County-Hardin,Johnson County,Iowa
subcounty,644,Iowa City,Johnson County,Iowa
subcounty,1,Johnson County-Jefferson,Johnson County,Missouri
subcounty,5,Johnson County-Liberty,Johnson County,Iowa
subcounty,2,Johnson County-Lincoln,Johnson County,Nebraska
subcounty,20,Johnson County-Madison,Johnson County,Missouri
subcounty,0,Johnson County-Monroe,Johnson County,Iowa
subcounty,23,Newport,Columbia County,Wisconsin
subcounty,1,Johnson County-Oxford,Johnson County,Kansas
subcounty,283,Johnson County-Penn,Johnson County,Iowa
subcounty,4,Johnson County-Pleasant Valley,Johnson County,Iowa
subcounty,32,Johnson County-Scott,Johnson County,Iowa
subcounty,8,Johnson County-Sharon,Johnson County,Iowa
subcounty,8,Johnson County-Union,Johnson County,Iowa
subcounty,5,Johnson County-Washington,Johnson County,Missouri
subcounty,126,West Lucas,Johnson County,Iowa
subcounty,1,Jones County-Cass,Jones County,Iowa
subcounty,1,Castle Grove,Jones County,Iowa
subcounty,0,Jones County-Clay,Jones County,Iowa
subcounty,10,Jones County-Fairview,Jones County,Iowa
subcounty,0,Jones County-Greenfield,Jones County,Iowa
subcounty,0,Hale,Trempealeau County,Wisconsin
subcounty,0,Jones County-Jackson,Jones County,Iowa
subcounty,8,Lovell,Dickey County,North Dakota
subcounty,0,Jones County-Madison,Jones County,Iowa
subcounty,0,Jones County-Oxford,Jones County,Iowa
subcounty,3,Jones County-Richland,Jones County,Iowa
subcounty,0,Rome,Adams County,Wisconsin
subcounty,1,Scotch Grove,Jones County,Iowa
subcounty,1,Jones County-Washington,Jones County,Iowa
subcounty,1,Jones County-Wayne,Jones County,Iowa
subcounty,0,Wyoming,Luzerne County,Pennsylvania
subcounty,0,Keokuk County-Adams,Keokuk County,Iowa
subcounty,0,Keokuk County-Benton,Keokuk County,Iowa
subcounty,0,Keokuk County-Clear Creek,Keokuk County,Iowa
subcounty,0,East Lancaster,Keokuk County,Iowa
subcounty,0,Keokuk County-English River,Keokuk County,Iowa
subcounty,0,Keokuk County-Jackson,Keokuk County,Iowa
subcounty,0,Keokuk County-Lafayette,Keokuk County,Iowa
subcounty,0,Keokuk County-Liberty,Keokuk County,Iowa
subcounty,0,Plank,Keokuk County,Iowa
subcounty,0,Keokuk County-Prairie,Keokuk County,Iowa
subcounty,5,Keokuk County-Richland,Keokuk County,Iowa
subcounty,0,Sigourney,Keokuk County,Iowa
subcounty,0,Steady Run,Keokuk County,Iowa
subcounty,0,Keokuk County-Van Buren,Keokuk County,Iowa
subcounty,0,Keokuk County-Warren,Keokuk County,Iowa
subcounty,0,Keokuk County-Washington,Keokuk County,Iowa
subcounty,0,West Lancaster,Keokuk County,Iowa
subcounty,136,Algona,Kossuth County,Iowa
subcounty,1,Kossuth County-Buffalo,Kossuth County,Iowa
subcounty,0,Burt,Ward County,North Dakota
subcounty,20,Cresco,Kossuth County,Iowa
subcounty,0,Kossuth County-Eagle,Kossuth County,Iowa
subcounty,0,Fenton,Broome County,New York
subcounty,1,Kossuth County-Garfield,Kossuth County,Iowa
subcounty,0,Kossuth County-German,Kossuth County,Iowa
subcounty,0,Kossuth County-Grant,Kossuth County,Iowa
subcounty,0,Greenwood,Tripp County,South Dakota
subcounty,0,Kossuth County-Harrison,Kossuth County,Iowa
subcounty,0,Hebron,Jefferson County,Wisconsin
subcounty,4,Irvington,Essex County,New Jersey
subcounty,0,Ledyard,Cayuga County,New York
subcounty,0,Kossuth County-Lincoln,Kossuth County,Iowa
subcounty,2,Kossuth County-Lotts Creek,Kossuth County,Iowa
subcounty,4,Lu Verne,Kossuth County,Iowa
subcounty,7,Plum Creek,Mitchell County,Kansas
subcounty,0,Kossuth County-Portland,Kossuth County,Iowa
subcounty,4,Kossuth County-Prairie,Kossuth County,Iowa
subcounty,0,Ramsey,McCook County,South Dakota
subcounty,0,Riverdale,Morris County,New Jersey
subcounty,0,Seneca,Campbell County,Virginia
subcounty,2,Kossuth County-Sherman,Kossuth County,Iowa
subcounty,0,Kossuth County-Springfield,Kossuth County,Iowa
subcounty,0,Swea,Kossuth County,Iowa
subcounty,5,Kossuth County-Union,Kossuth County,Iowa
subcounty,11,Wesley,Faulk County,South Dakota
subcounty,5,Whittemore,Iosco County,Michigan
subcounty,0,Lee County-Cedar,Lee County,Iowa
subcounty,0,Charleston,Orleans County,Vermont
subcounty,0,Lee County-Denmark,Lee County,Iowa
subcounty,2,Lee County-Des Moines,Lee County,Iowa
subcounty,0,Lee County-Franklin,Lee County,Iowa
subcounty,0,Lee County-Green Bay,Lee County,Iowa
subcounty,0,Lee County-Harrison,Lee County,Iowa
subcounty,1,Lee County-Jackson,Lee County,Iowa
subcounty,4,Lee County-Jefferson,Lee County,Iowa
subcounty,9,Lee County-Keokuk,Lee County,Iowa
subcounty,17,Lee County-Madison,Lee County,Iowa
subcounty,0,Lee County-Marion,Lee County,Iowa
subcounty,9,Montrose,Dane County,Wisconsin
subcounty,0,Pleasant Ridge,Corson County,South Dakota
subcounty,0,Lee County-Van Buren,Lee County,Iowa
subcounty,2,Lee County-Washington,Lee County,Iowa
subcounty,0,Lee County-West Point,Lee County,Iowa
subcounty,5,Bertram,Burnet County,Texas
subcounty,0,Boulder,Sublette County,Wyoming
subcounty,0,Brown,McHenry County,North Dakota
subcounty,0,Linn County-Buffalo,Linn County,Iowa
subcounty,927,Cedar Rapids,Rusk County,Wisconsin
subcounty,3,Linn County-Clinton,Linn County,Iowa
subcounty,11,College,Centre County,Pennsylvania
subcounty,8,Fairfax,Tucker County,West Virginia
subcounty,0,Linn County-Fayette,Linn County,Iowa
subcounty,9,Linn County-Franklin,Linn County,Iowa
subcounty,0,Linn County-Grant,Linn County,Iowa
subcounty,0,Linn County-Jackson,Linn County,Missouri
