title,description,date,url
New insight into Texas family detention reveals adults fighting kids for clean water,,2025-06-21,https://www.ajc.com/news/2025/06/new-insight-into-texas-family-detention-reveals-adults-fighting-kids-for-clean-water/
‘Surveillance State’: NYT Report On Palantir Sparks Backlash From MAGA,,2025-06-21,https://dailycaller.com/2025/06/21/palantir-alex-karp-maga-surveillance-nyt-steve-bannon/
What to know about activist Mahmoud Khalil and his release from immigration detention,,2025-06-21,https://www.ajc.com/news/2025/06/what-to-know-about-activist-mahmoud-khalil-and-his-release-from-immigration-detention/
ICE Colorado: Anti-ICE activists help immigrant child rapist escape arrest,,2025-06-21,https://www.oann.com/newsroom/ice-colorado-anti-ice-activists-help-immigrant-child-rapist-escape-arrest/
Morgan Geekie hopes he has a good shot to return to the Bruins,,2025-06-21,https://www.bostonglobe.com/2025/06/21/sports/bruins-morgan-geekie/
"In case after case, federal judges in Mass. have been clear: Immigrants are entitled to due process rights",,2025-06-21,https://www.bostonglobe.com/2025/06/21/metro/federal-court-due-process-rulings/
Dodgers Boldly Deny Entry to ICE Agents at Stadium — Then Make Big Announcement for Immigrants,,2025-06-21,https://www.inquisitr.com/dodgers-boldly-deny-entry-to-ice-agents-at-stadium-then-make-big-announcement-for-immigrants
"Vance says National Guard still ""necessary"" in L.A., calls Sen. Alex Padilla ""José Padilla""",,2025-06-20,https://www.cbsnews.com/texas/news/jd-vance-los-angeles-law-enforcement-marines/
"Utah ""No Kings"" protest update: Man released in shooting probe",,2025-06-21,https://www.newsweek.com/utah-no-kings-protest-update-man-released-shooting-probe-2088792
Activist Mahmoud Khalil Freed From ICE Custody In Louisiana,,2025-06-21,https://newsone.com/6247402/activist-mahmoud-khalil-freed-from-ice-custody-in-louisiana/
"Gavin Newsom challenges JD Vance: ""How about saying it to my face?""",,2025-06-21,https://www.newsweek.com/gavin-newsom-challenges-jd-vance-debate-los-angeles-riots-2088780
Vance blames California Dems for violent immigration protests and calls Sen. Alex Padilla 'Jose',,2025-06-21,https://www.newsday.com/long-island/politics/jd-vance-los-angeles-immigration-raids-trump-e37432
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://www.newsday.com/news/nation/immigration-raids-arrests-ice-los-angeles-a70341
Donald Trump touts effort to help farmers with migrant labor,,2025-06-20,https://www.usatoday.com/story/news/politics/2025/06/20/trump-farmers-migrant-labor/84291870007/
Trump's on a collision course with many Americans over immigration,,2025-06-21,https://www.usatoday.com/story/news/nation/2025/06/21/trump-immigration-enforcement-no-kings/84245929007/
Trump orders ICE to 'Democrat Power Center' cities: Mapping immigrant populations,,2025-06-20,https://www.usatoday.com/story/graphics/2025/06/20/trump-ice-raids-cities-immigrant-data-map/84242455007/
Brad Lander's Stand,,2025-06-21,https://www.theatlantic.com/ideas/archive/2025/06/brad-lander-ice-protests/683241/?utm_source=feed
ICE Agent or Just Some Person?,,2025-06-20,https://www.theatlantic.com/newsletters/archive/2025/06/ice-agents-masked-dress-code/683270/?utm_source=feed
ICE arrested Brad Lander. Democrats should follow his lead,,2025-06-21,https://www.usatoday.com/story/opinion/columnist/2025/06/21/democrats-lander-padilla-arrested-ice/84262741007/
North Carolina Gov. Stein vetoes his first bills. They are on concealed carry and immigration,,2025-06-20,https://www.newsday.com/news/nation/north-carolina-governor-vetoes-g60383
Dodgers announce $1 million donation to aid families of immigrants affected by federal raids,,2025-06-20,https://www.newsday.com/sports/baseball/dodgers-immigration-statement-donation-m67576
Dodgers commit $1M toward families of immigrants 'impacted' by events,,2025-06-20,https://www.usatoday.com/story/sports/mlb/dodgers/2025/06/20/dodgers-1-million-commitment-immigrant-families-impacted/84293703007/
Shameful: Anti-ICE Activists Help Wanted Criminal Escape Arrest,,2025-06-21,https://redstate.com/wardclark/2025/06/21/shamful-anti-ice-activists-help-wanted-criminal-escape-arrest-n2190731
Caribbean Matters: Racist ICE raids target Dominicans in Puerto Rico,,2025-06-21,https://www.dailykos.com/stories/2025/6/21/2328220/-Caribbean-Matters-Racist-ICE-raids-target-Dominicans-in-Puerto-Rico?pm_campaign=blog&pm_medium=rss&pm_source=main
"'No Kings,' No Clue: The Left Screams at the Sky While America Returns to Reality",,2025-06-21,https://www.dailysignal.com/2025/06/21/no-kings-no-clue-the-left-screams-at-the-sky-while-america-returns-to-reality/
NC governor vetoes his first bills. They are on concealed carry and immigration.,,2025-06-21,https://www.pilotonline.com/2025/06/21/north-carolina-gov-veto/
Summer reading: the 50 hottest books to read now,,2025-06-21,https://www.theguardian.com/books/ng-interactive/2025/jun/21/summer-reading-the-50-hottest-books-to-read-now
How the Zohran Mamdani Campaign Is Changing Influencer Culture,,2025-06-21,https://www.rollingstone.com/culture/culture-features/zohran-mamdani-influencer-culture-1235368766/
Will two weeks ever come?: How Trump is ‘kicking the can down the road’ in Israel-Iran conflict,,2025-06-21,https://www.msnbc.com/the-weekend/watch/will-two-weeks-ever-come-how-trump-is-kicking-the-can-down-the-road-in-israel-iran-conflict-242030149898
'He knows my name': Sen. Alex Padilla reacts to JD Vance calling him 'José' during LA visit,,2025-06-21,https://www.msnbc.com/the-weekend/watch/-he-knows-my-name-sen-alex-padilla-reacts-to-jd-vance-calling-him-jose-during-la-visit-242029637991
ICE arrests 17 illegal immigrants during inspection at Pennsylvania worksite,,2025-06-20,https://www.foxbusiness.com/fox-news-crime/ice-arrests-17-illegal-immigrants-during-inspection-pennsylvania-worksite
Trump cuts G-7 summit short as Israel–Iran conflict escalates during his 22nd week in office,,2025-06-20,https://www.foxnews.com/politics/trump-cuts-g-7-summit-short-israel-iran-conflict-escalates-during-his-22nd-week-office
"Bernie Sanders endorses former punk rock musician with history of racist, sexist remarks",,2025-06-20,https://www.foxnews.com/politics/bernie-sanders-endorses-former-punk-rock-musician-history-racist-sexist-remarks
'Secret police': Trump's immigration enforcers spark fury and fear in US,,2025-06-21,https://www.rawstory.com/trump-ice-2672410507/
ICE agents arrest Russian woman who attempted to enter Marine Corps Base Hawaii,,2025-06-20,https://www.stripes.com/theaters/asia_pacific/2025-06-20/ice-arrest-marine-base-hawaii-18191503.html
"Mahmoud Khalil blasts Trump after release: ""They chose the wrong person""",,2025-06-21,https://www.newsweek.com/mahmoud-khalil-blasts-trump-after-release-they-chose-wrong-person-2088733
Columbia activist Mahmoud Khalil released on bail,,2025-06-21,https://www.cbsnews.com/video/columbia-activist-mahmoud-khalil-released-on-bail/
Making 'Real Women Have Curves': How the Musical's ICE Storyline Captures Today's Realities,,2025-06-21,https://www.rollingstone.com/music/music-latin/real-women-have-curves-musical-ice-storyline-hits-hard-1235367840/
North Carolina Gov. Stein vetoes his first bills. They are on concealed carry and immigration,,2025-06-20,https://abcnews.go.com/US/wireStory/north-carolina-gov-stein-vetoes-bills-concealed-carry-123058053
Most of the workers rounded up by ICE at Omaha food plant had no prior criminal history,,2025-06-21,https://omaha.com/news/local/crime-courts/article_48d546aa-e476-4fa0-a305-ea19a038f674.html
Anti-ICE activists help migrant child rapist escape arrest in Colorado: officials,,2025-06-21,https://www.foxnews.com/us/anti-ice-activists-help-migrant-child-rapist-escape-arrest-colorado-officials
"'Red flags' expose paid agitators in violent anti-ICE riots, CEO says",,2025-06-12,https://www.foxnews.com/us/red-flags-expose-paid-agitators-violent-anti-ice-riots-ceo-says
The World Waits With Bated Breath to See Which Donald Trump Will Be in Charge Next Week,,2025-06-21,https://slate.com/news-and-politics/2025/06/trump-iran-brad-lander-supreme-court-john-roberts-mike-lee.html?via=rss
"As ICE raids continue, parts of Los Angeles go empty",,2025-06-21,https://www.motherjones.com/politics/2025/06/los-angeles-immigration-ice-empty-hiding/
"""Justice will prevail"": Mahmoud Khalil speaks out after release from ICE detention",,2025-06-21,https://www.msnbc.com/msnbc/watch/-justice-will-prevail-mahmoud-khalil-speaks-out-after-release-from-ice-detention-242016325799
Vance refers to Sen. Alex Padilla as 'José Padilla' in remarks during L.A. visit,,2025-06-21,https://www.msnbc.com/msnbc/watch/vance-refers-to-sen-alex-padilla-as-jose-padilla-in-remarks-during-l-a-visit-242016837896
‘No human is illegal': Mahmoud Khalil released from detention,,2025-06-20,https://www.msnbc.com/the-weeknight/watch/-no-human-is-illegal-mahmoud-khalil-released-from-detention-242015813544
"'It's Donald Trump's favorite interval,' Nicolle Wallace questions 2 week timeline for Iran decision",,2025-06-20,https://www.msnbc.com/deadline-white-house/watch/-it-s-donald-trump-s-favorite-interval-nicolle-wallace-questions-2-week-timeline-for-iran-decision-241995333957
Man accused of trying to kidnap Memphis Mayor Paul Young,,2025-06-20,https://www.msnbc.com/chris-jansing-reports/watch/man-accused-of-trying-to-kidnap-memphis-mayor-paul-young-241984069558
"‘Gone too far’: New evidence Trump, Stephen Miller are losing the battle over ICE raids",,2025-06-21,https://www.msnbc.com/all-in/watch/-gone-too-far-new-evidence-trump-stephen-miller-are-losing-the-battle-over-ice-raids-242016837522
'Deportation of dissent': Aussie writer deported after reporting on Gaza protests,,2025-06-21,https://www.msnbc.com/all-in/watch/-deportation-of-dissent-aussie-writer-deported-after-reporting-on-gaza-protests-242018885563
'She’s WRONG': Trump on his Intel Chief Tulsi Gabbard,,2025-06-20,https://www.msnbc.com/msnbc/watch/-she-s-wrong-trump-on-his-intel-chief-tulsi-gabbard-241996869655
WATCH: Top Dem threatens to ‘go to court' over Trump admin blocking lawmakers from detention facilities,,2025-06-21,https://www.msnbc.com/the-weeknight/watch/watch-top-dem-threatens-to-go-to-court-over-trump-admin-blocking-lawmakers-from-detention-facilities-242017861840
Jen EXPOSES Trump’s ‘two weeks’ shtick,,2025-06-20,https://www.msnbc.com/msnbc/watch/jen-exposes-trump-s-two-weeks-shtick-241982533944
Judge Orders Anti-Israel Activist Mahmoud Khalil Be Released from ICE Custody,,2025-06-20,https://www.breitbart.com/immigration/2025/06/20/judge-rules-anti-israel-activist-mahmoud-khalil-released-ice-custody/
Trump admin. to shut down LGBTQ suicide prevention hotline,,2025-06-21,https://www.msnbc.com/msnbc/watch/trump-admin-to-shut-down-lgbtq-suicide-prevention-hotline-242018885915
Vance gets the cause of fear in L.A. totally backward in trying to justify military presence,,2025-06-21,https://www.msnbc.com/the-briefing-with-jen-psaki/watch/vance-gets-the-cause-of-fear-in-l-a-totally-backward-in-trying-to-justify-military-presence-242025029895
Judge orders Trump administration to release Mahmoud Khalil,,2025-06-20,https://www.msnbc.com/katy-tur/watch/judge-orders-trump-administration-to-release-mahmoud-khalil-241990213961
ICE pushes dubious claim to justify agents covering their faces with masks,,2025-06-20,https://www.msnbc.com/rachel-maddow-show/maddowblog/ice-pushes-dubious-claim-justify-agents-covering-faces-masks-rcna214071
‘Pandemic 2.0’: Business owner slams impacts of Trump tariffs,,2025-06-20,https://www.msnbc.com/the-weeknight/watch/-pandemic-2-0-business-owner-slams-impacts-of-trump-tariffs-241992773933
"Militarized raids, street snatchings expose Trump's nature to Latinos who know authoritarian regimes",,2025-06-21,https://www.msnbc.com/the-briefing-with-jen-psaki/watch/militarized-raids-street-snatchings-expose-trump-s-nature-to-latinos-who-know-authoritarian-regimes-242026565705
BREAKING: Judge orders Trump admin. to release Mahmoud Kahlil,,2025-06-20,https://www.msnbc.com/msnbc/watch/breaking-judge-orders-trump-admin-to-release-mahmoud-kahlil-241995334002
'She's wrong': Trump breaks with Gabbard on Iran assessment,,2025-06-20,https://www.msnbc.com/msnbc/watch/trump-says-gabbard-s-assessment-of-iran-s-nuclear-capabilities-is-wrong-241996869509
Kristi Noem says criminal gangs shifting efforts to northern border,,2025-06-21,https://www.freep.com/story/news/politics/2025/06/21/kristi-noem-detroit-northern-border-security-ms-13-gang/84284398007/
Trump Is Vulnerable. Democrats Still Need a Strategy,,2025-06-21,https://www.nytimes.com/2025/06/21/opinion/trump-immigration-deportations.html
Detroit student arrested on school field trip deported to Colombia,,2025-06-20,https://www.freep.com/story/news/local/michigan/detroit/2025/06/20/detroit-student-western-high-school-colombia-immigration-deported-border-patrol/84250740007/
Here's What Ben Ferguson Said That Triggered Another Meltdown on CNN,,2025-06-21,https://townhall.com//tipsheet/mattvespa/2025/06/21/heres-what-ben-ferguson-said-that-triggered-another-cnn-panel-to-melt-down-n2659188
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://www.inquirer.com/wires/ap/many-americans-are-witnessing-immigration-arrests-first-time-reacting-20250621.html
Border patrol agents arrest US citizen standing up for detained maintenance worker,,2025-06-20,https://www.cnn.com/2025/06/20/us/video/border-patrol-detains-us-citizen-california-digvid
Inside the world of intense dramatic hostage negotiations,,2025-06-20,https://www.cnn.com/2025/06/20/world/video/the-lead-documentary-detained-venezuela-hostage-jake-tapper
Israel and Iran vow to keep fighting at UN Security Council meeting,,2025-06-20,https://www.cnn.com/2025/06/20/world/video/israel-iran-un-security-council-clash-digvid
Vance refers to Democratic Sen. Alex Padilla as ‘José’ while defending Trump’s use of National Guard in LA,,2025-06-20,https://www.cnn.com/2025/06/20/politics/jd-vance-calls-alex-padilla-jose-california
Video shows missiles from Iran streaking skies of Israel,,2025-06-20,https://www.cnn.com/2025/06/20/world/video/israeli-military-identifies-missiles-launched-from-iran-digvid
See where Trump’s approval rating stands after massive immigration protests,,2025-06-20,https://www.cnn.com/2025/06/20/politics/video/trump-immigration-protests-poll-enten-cnc-digvid
Mahmoud Khalil speaks after being released from ICE detention center,,2025-06-20,https://www.cnn.com/2025/06/20/politics/video/mahmoud-khalil-released-from-ice-detention-center-louisiana-digvid
Altadena ICE raid highlights fears that roundups will stymie rebuilding efforts,,2025-06-21,https://www.latimes.com/california/story/2025-06-21/deportations-threaten-wildfire-rebuilding-efforts-as-construction-industry-loses-labor
"Commentary: Welcome to the deportation resistance, Dodgers. What's next?",,2025-06-21,https://www.latimes.com/california/story/2025-06-21/dodgers-ice-raids-dodger-stadium
The Tribune’s Quotes of the Week quiz for June 21,,2025-06-21,https://www.chicagotribune.com/2025/06/21/quotes-quiz-june-21-chicago-snap-curfew/
Ex-Columbia Grad Student Khalil Released From ICE Custody,,2025-06-20,https://www.bloomberg.com/news/articles/2025-06-20/ex-columbia-student-khalil-freed-from-ice-custody-lawyers-say
Small crowd confronts immigration agents at L.A. County shopping center,,2025-06-20,https://www.cbsnews.com/losangeles/news/immigration-crowd-smoke-pico-rivera-la/
DHS reveals shocking 500% increase in assaults against ICE officers during operations,,2025-06-21,https://www.foxnews.com/us/dhs-reveals-shocking-500-increase-assaults-against-ice-officers-during-operations
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://www.bostonglobe.com/2025/06/21/nation/many-americans-are-witnessing-immigration-arrests-for-the-first-time-and-reacting/
Dodgers announce $1 million donation to aid families of immigrants affected by federal raids,,2025-06-20,https://www.bostonglobe.com/2025/06/20/sports/dodgers-immigration-raids-donations/
Mahmoud Khalil released after spending over 100 days in ICE custody,,2025-06-20,https://www.cbsnews.com/newyork/video/mahmoud-khalil-released-after-spending-over-100-days-in-ice-custody/
"Fayetteville denies lawmaker's allegation of violating anti-sanctuary city law, city attorney says in letter",,2025-06-20,https://www.arkansasonline.com/news/2025/jun/20/fayetteville-denies-lawmakers-allegation-of/
CNN Anchor: No Evidence Sanctuaries Keep ICE From Doing Its Job,,2025-06-20,https://townhall.com/tipsheet/saraharnold/2025/06/20/cnn-no-evidence-sanctuaries-keep-ice-from-doing-its-job-n2659152
Gavin Newsom and Karen Bass Are Still Really Bad at This,,2025-06-20,https://townhall.com/tipsheet/rebeccadowns/2025/06/20/gavin-newsom-and-karen-bass-are-still-really-bad-at-this-n2659169
ICE Agents Face 500% Spike in Assaults As Anti-Enforcement Protests Boil Over,,2025-06-20,https://townhall.com/tipsheet/saraharnold/2025/06/20/ice-agents-now-face-500-increase-in-assaults-during-arrests-n2659150
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://abcnews.go.com/US/wireStory/americans-witnessing-immigration-arrests-time-reacting-123065570
Muchos estadounidenses presencian arrestos de inmigración por primera vez y se indignan,,2025-06-21,https://www.chicagotribune.com/2025/06/21/muchos-estadounidenses-presencian-arrestos-de-inmigracin-por-primera-vez-y-se-indignan/
Faith leaders stand in solidarity with immigrants at San Diego federal building,,2025-06-20,https://www.sandiegouniontribune.com/2025/06/20/faith-leaders-stand-in-solidarity-with-immigrants-at-san-diego-federal-building/
"Trump: Two Week Deadline ""Just Time To See If People Come To Their Senses""",,2025-06-20,https://www.realclearpolitics.com/video/2025/06/20/trump_two_weeks_is_just_time_to_see_if_people_come_to_their_senses.html
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://www.inquirer.com/wires/ap/many-americans-are-witnessing-immigration-arrests-first-time-reacting-20250620.html
Border Patrol Vehicles 'Violently Targeted' in CA in Two Separate Hit-and-Run Incidents,,2025-06-21,https://redstate.com/nick-arama/2025/06/21/melugin-report-about-hit-and-run-on-fed-agents-n2190725
Dodgers donarán un millón de dólares para ayudar a familias de inmigrantes afectadas por redadas,,2025-06-20,https://www.chicagotribune.com/2025/06/20/dodgers-donarn-un-milln-de-dlares-para-ayudar-a-familias-de-inmigrantes-afectadas-por-redadas/
The Latino community has rightly dialed up the pressure on the L.A. Dodgers,,2025-06-20,https://www.msnbc.com/opinion/msnbc-opinion/-los-angeles-dodgers-ice-stadium-immigrants-solidarity-rcna214140
Ex-Columbia student Mahmoud Khalil released from ICE detention after judge's order,,2025-06-20,https://www.upi.com/Top_News/US/2025/06/20/Mahmoud-Khaleil-released-from-ICE-dentention-after-judges-ruling/4891750465101/
Many Americans are witnessing immigration arrests for the first time and reacting,,2025-06-21,https://www.ajc.com/news/2025/06/many-americans-are-witnessing-immigration-arrests-for-the-first-time-and-reacting/
Vance blames California Dems for violent immigration protests and calls Sen. Alex Padilla 'Jose',,2025-06-21,https://www.ajc.com/news/2025/06/vance-blames-california-dems-for-violent-immigration-protests-and-calls-sen-alex-padilla-jose/
Un juez ordena al gobierno de Estados Unidos liberar al activista palestino Mahmoud Khalil tras más de tres meses en un centro de detención en Luisiana,,2025-06-20,https://www.oann.com/noticias-latinas/un-juez-ordena-al-gobierno-de-estados-unidos-liberar-al-activista-palestino-mahmoud-khalil-tras-mas-de-tres-meses-en-un-centro-de-detencion-en-luisiana/
Columbia activist Mahmoud Khalil released from ICE detention,,2025-06-20,https://www.cbsnews.com/chicago/video/columbia-activist-mahmoud-khalil-released-from-ice-detention/
Dodgers announce $1 million donation to aid families of immigrants affected by federal raids,,2025-06-20,https://www.ajc.com/news/2025/06/dodgers-announce-1-million-donation-to-aid-families-of-immigrants-affected-by-federal-raids/
Vance blames California Dems for violent immigration protests and calls Sen. Alex Padilla 'Jose',,2025-06-21,https://abcnews.go.com/US/wireStory/vance-blames-california-dems-violent-immigration-protests-calls-123061681
Columbia activist Mahmoud Khalil released from ICE detention in Louisiana,,2025-06-20,https://www.cbsnews.com/chicago/news/mahmoud-khalil-ordered-released-judge/
Dodgers Commit $1 Million to Immigrant Families Amid LA ICE Raids,,2025-06-21,https://www.thewrap.com/dodgers-donate-one-million-dollars-to-immigrant-families-ice-raids/
‘Justice will prevail’: Khalil speaks out after release from detention center,,2025-06-20,https://www.nbcnews.com/video/mahmoud-khalil-speaks-out-after-release-from-detention-center-242012741838
"""No Kings"" protests draw crowds in cities across U.S.",,2025-06-14,https://www.cbsnews.com/sanfrancisco/news/no-kings-day-demonstration-protest-rally-trump-military-parade/
Federal agents are denied access to Dodger Stadium in latest immigration clash,,2025-06-20,https://www.pbs.org/newshour/show/federal-agents-are-denied-access-to-dodger-stadium-in-latest-immigration-clash
"LA mayor rips JD Vance for calling Senator Padilla ""Jose"": ""How Dare You""",,2025-06-20,https://www.newsweek.com/la-mayor-rips-jd-vance-calling-senator-padilla-jose-how-dare-you-2088697
"Detroit high school student detained by ICE deported to Colombia, attorney says",,2025-06-20,https://www.cbsnews.com/detroit/news/detroit-high-school-student-detained-ice-deported-colombia/
ICE Seeks Custody of Illegal Alien Accused of Trying to Murder U.S. Attorney,,2025-06-20,https://www.breitbart.com/politics/2025/06/20/sanctuary-state-new-york-ice-seeks-custody-of-illegal-alien-accused-of-trying-to-murder-u-s-attorney/
Columbia University activist Mahmoud Khalil freed from ICE custody,,2025-06-20,https://www.cbsnews.com/newyork/video/columbia-university-activist-mahmoud-khalil-freed-from-ice-custody/
Bennie Thompson: Dem House Members Will Likely Sue Department of Homeland Security,,2025-06-20,https://www.breitbart.com/clips/2025/06/20/bennie-thompson-dem-house-members-will-likely-sue-department-of-homeland-security/
Los Angeles Dodgers to donate $1 million to help immigrant families impacted by ICE operations,,2025-06-20,https://www.cbsnews.com/losangeles/news/los-angeles-dodgers-donation-immigrant-families/
Undocumented street vendors decide to stay at home amid ICE operations,,2025-06-20,https://www.cbsnews.com/losangeles/news/undocumented-street-vendors-ice-operations/
6/20: CBS Evening News,,2025-06-20,https://www.cbsnews.com/video/062025-cbs-evening-news/
Dodgers Donate $1M to Aid Families of Immigrants Affected by Federal Raids,,2025-06-20,https://www.foxsports.com/stories/mlb/dodgers-donate-1m-aid-families-immigrants-affected-federal-raids
Where Trump and Newsom’s Fight Over the California National Guard Stands,,2025-06-20,https://www.nytimes.com/2025/06/20/us/trump-california-la-national-guard.html
Vicepresidente de EEUU JD Vance acusa a demócratas de California de incitar protestas,,2025-06-20,https://www.chicagotribune.com/2025/06/20/vicepresidente-de-eeuu-jd-vance-acusa-a-demcratas-de-california-de-incitar-protestas/
Vance blames California Dems for violent immigration protests and calls Sen. Alex Padilla ‘Jose’,,2025-06-20,https://www.seattletimes.com/nation-world/nation/vance-blames-california-dems-for-violent-immigration-protests-and-calls-sen-alex-padilla-jose/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all
Los Angeles Dodgers donate $1 million to aid families of immigrants affected by federal raids,,2025-06-20,https://www.baltimoresun.com/2025/06/20/los-angeles-dodgers-donate-1-million-dollars-immigrants-federal-raids/
"JD Vance rails against Newsom, LA mayor for declaring ‘open season on federal law enforcement’",,2025-06-20,https://www.foxnews.com/politics/jd-vance-rails-against-newsom-la-mayor-declaring-open-season-federal-law-enforcement
6/20: CBS Evening News Plus,,2025-06-20,https://www.cbsnews.com/video/620-cbs-evening-news-plus/
"Columbia activist Mahmoud Khalil released from ICE, speaks out",,2025-06-20,https://www.cbsnews.com/video/pro-palestinian-protester-mahmoud-khalil-released-ice-speaks-out/
